author,published_at,like_count,text,public,video_id,text_clean,text_normalized,text_final,label,label_id,label_indobert,confidence
@zenzenzaenudin4536,2026-04-03T01:19:12Z,0,Dan yang Aneh nya President seolah tutup Mata dan Tutup Telinga terhadap keluhan makanan MBG yang jauh dari kata Bergizi,True,lmcwEO9Lqe8,dan yang aneh nya president seolah tutup mata dan tutup telinga terhadap keluhan makanan mbg yang jauh dari kata bergizi,dan yang aneh nya president seolah tutup mata dan tutup telinga terhadap keluhan makanan makan bergizi gratis yang jauh dari kata bergizi,aneh president tutup tutup telinga keluhan makanan makan bergizi gratis bergizi,Netral,2,Netral,0.9781825542449951
@RobbyNatael,2026-04-03T00:48:20Z,0,"mbg dg anggaran 335 T masak asal2 lan tdk enak 70%  tdk di makan kok ngotot tetap masak, ini model apa ini.",True,lmcwEO9Lqe8,mbg dg anggaran t masak asal lan tdk enak tdk di makan kok ngotot tetap masak ini model apa ini,makan bergizi gratis dg anggaran t masak asal lan tidak enak tidak di makan kok ngotot tetap masak ini model apa ini,makan bergizi gratis dg anggaran masak lan makan ngotot masak model,Netral,2,Netral,0.9615761041641235
@nanirochaeni4063,2026-04-03T00:27:43Z,0,Program MBG pake uang rakyat. Tapi rakyat kritik MBG tidak di dengar malah akan di lanjutkan MBG. Janji memberantas korupsi omon omon malah menyediakan lahan koruptor MBG,True,lmcwEO9Lqe8,program mbg pake uang rakyat tapi rakyat kritik mbg tidak di dengar malah akan di lanjutkan mbg janji memberantas korupsi omon omon malah menyediakan lahan koruptor mbg,program makan bergizi gratis pake uang rakyat tapi rakyat kritik makan bergizi gratis tidak di dengar malah akan di lanjutkan makan bergizi gratis janji memberantas korupsi omon omon malah menyediakan lahan koruptor makan bergizi gratis,program makan bergizi gratis pake uang rakyat rakyat kritik makan bergizi gratis dengar lanjutkan makan bergizi gratis janji memberantas korupsi omon omon menyediakan lahan koruptor makan bergizi gratis,Negatif,1,Negatif,0.9527071118354797
@yennykurnady1464,2026-04-03T00:20:08Z,0,"Prabowo itu mau tapi kurang mikir.
Pikirannya, dia mau MBG seperti sekolah2 di Tiongkok, Jepang atau Korea Selatan...tapi ga mikir korupsi, dan cuma bikin gemuk kateringnya.

Juga ga mikir kalo nampan cuma dicuci di selokan. (viral yang di Ciamis, kalo ga salah ingat).
Belon lagi kepala BGN-nya sama sekali buta soal nilai gizi.
Terakhir, kepala batu...setelah banyak viral...tetap juga dipertahankan yang ga bisa apa2,  yang ga mampu kerja.

Makanya aku pernah tulis komentar...
Tolong MBG sekalian disediakan untuk anggota DPR dan staf, Menteri2 dan Staf, Gubernur dan staf, walikota dan staf, camat dan staf, lurah dan staf serta untuk semua ASN.

Biar mereka juga merasakan makanan MBG itu.
Waktu ada MBG...uang makan hariannya harus distop...supaya yang ga suka, pilih2 makanan...ga bisa jajan di luar.",True,lmcwEO9Lqe8,prabowo itu mau tapi kurang mikir pikirannya dia mau mbg seperti sekolah di tiongkok jepang atau korea selatan tapi ga mikir korupsi dan cuma bikin gemuk kateringnya juga ga mikir kalo nampan cuma dicuci di selokan viral yang di ciamis kalo ga salah ingat belon lagi kepala bgn nya sama sekali buta soal nilai gizi terakhir kepala batu setelah banyak viral tetap juga dipertahankan yang ga bisa apa yang ga mampu kerja makanya aku pernah tulis komentar tolong mbg sekalian disediakan untuk anggota dpr dan staf menteri dan staf gubernur dan staf walikota dan staf camat dan staf lurah dan staf serta untuk semua asn biar mereka juga merasakan makanan mbg itu waktu ada mbg uang makan hariannya harus distop supaya yang ga suka pilih makanan ga bisa jajan di luar,prabowo itu mau tapi kurang mikir pikirannya dia mau makan bergizi gratis seperti sekolah di tiongkok jepang atau korea selatan tapi tidak mikir korupsi dan cuma bikin gemuk kateringnya juga tidak mikir kalo nampan cuma dicuci di selokan viral yang di ciamis kalo tidak salah ingat belon lagi kepala bgn nya sama sekali buta soal nilai gizi terakhir kepala batu setelah banyak viral tetap juga dipertahankan yang tidak bisa apa yang tidak mampu kerja makanya aku pernah tulis komentar tolong makan bergizi gratis sekalian disediakan untuk anggota dpr dan staf menteri dan staf gubernur dan staf walikota dan staf camat dan staf lurah dan staf serta untuk semua asn biar mereka juga merasakan makanan makan bergizi gratis itu waktu ada makan bergizi gratis uang makan hariannya harus distop supaya yang tidak suka pilih makanan tidak bisa jajan di luar,prabowo mikir pikirannya makan bergizi gratis sekolah tiongkok jepang korea selatan mikir korupsi bikin gemuk kateringnya mikir kalo nampan dicuci selokan viral ciamis kalo salah belon kepala bgn buta nilai gizi kepala batu viral dipertahankan tulis komentar tolong makan bergizi gratis disediakan anggota dpr staf menteri staf gubernur staf walikota staf camat staf lurah staf asn biar merasakan makanan makan bergizi gratis waktu makan bergizi gratis uang makan hariannya distop suka pilih makanan jajan,Positif,4,Positif,0.7751840949058533
@solusikehidupan99,2026-04-02T23:57:38Z,0,"Untuk kasus keracunan itu karena penyajian 

Untuk kasus makanan kurang layak ini adalah korupsi 
Eh netizen bukan pemerintah saja yg korupsi masyarakat juga banyak",True,lmcwEO9Lqe8,untuk kasus keracunan itu karena penyajian untuk kasus makanan kurang layak ini adalah korupsi eh netizen bukan pemerintah saja yg korupsi masyarakat juga banyak,untuk kasus keracunan itu karena penyajian untuk kasus makanan kurang layak ini adalah korupsi eh netizen bukan pemerintah saja yang korupsi masyarakat juga banyak,keracunan penyajian makanan layak korupsi netizen pemerintah korupsi masyarakat,Negatif,1,Negatif,0.9732933640480042
@haninpriyoko4876,2026-04-02T22:59:21Z,0,"Uniknya.. Ketika ada kunjungan pusat, yg di sajikan enak².. 
Anak saya sendiri masih sekolah PAUD, Kalau di suruh makan ndak mau.. Sampai di kumpulin hampir satu tas.. 
😢😢😢",True,lmcwEO9Lqe8,uniknya ketika ada kunjungan pusat yg di sajikan enak anak saya sendiri masih sekolah paud kalau di suruh makan ndak mau sampai di kumpulin hampir satu tas,uniknya ketika ada kunjungan pusat yang di sajikan enak anak saya sendiri masih sekolah paud kalau di suruh makan ndak mau sampai di kumpulin hampir satu tas,uniknya kunjungan pusat sajikan anak sekolah paud suruh makan ndak kumpulin tas,Netral,2,Netral,0.9716010093688965
@salmahanifa6506,2026-04-02T22:55:52Z,0,Prabowo cari nama pake MBG padahal itu ide yg bodoh...,True,lmcwEO9Lqe8,prabowo cari nama pake mbg padahal itu ide yg bodoh,prabowo cari nama pake makan bergizi gratis padahal itu ide yang bodoh,prabowo cari nama pake makan bergizi gratis ide bodoh,Netral,2,Netral,0.965941309928894
@RobbyNatael,2026-04-02T22:07:53Z,0,mbg dg anggaran,True,lmcwEO9Lqe8,mbg dg anggaran,makan bergizi gratis dg anggaran,makan bergizi gratis dg anggaran,Netral,2,Netral,0.9607498645782471
@HendritaKusuma,2026-04-02T14:50:40Z,0,Biaya MBG bisa mengakibatka anggaran APBN bisa amburadul soalnya secara pelan pasti korupsi merajalela dimana2 baik pusat maupun daerah semuanya tergantung penilian masing2 daerah aja,True,lmcwEO9Lqe8,biaya mbg bisa mengakibatka anggaran apbn bisa amburadul soalnya secara pelan pasti korupsi merajalela dimana baik pusat maupun daerah semuanya tergantung penilian masing daerah aja,biaya makan bergizi gratis bisa mengakibatka anggaran apbn bisa amburadul soalnya secara pelan pasti korupsi merajalela dimana baik pusat maupun daerah semuanya tergantung penilian masing daerah saja,biaya makan bergizi gratis mengakibatka anggaran apbn amburadul pelan korupsi merajalela dimana pusat daerah tergantung penilian daerah,Negatif,1,Negatif,0.9713205695152283
@benyprasetyo9747,2026-04-02T12:58:19Z,0,"Jika ada 1000 orang yang menolak MBG, maka aku ada di antaranya. Jika ada 1 oranh yang menolak MBG, maka itu adalah saya. Jika tidak ada seorangpun yang menolak MBG, berarti saya sudah tidak ada di dunia ini.",True,lmcwEO9Lqe8,jika ada orang yang menolak mbg maka aku ada di antaranya jika ada oranh yang menolak mbg maka itu adalah saya jika tidak ada seorangpun yang menolak mbg berarti saya sudah tidak ada di dunia ini,jika ada orang yang menolak makan bergizi gratis maka aku ada di antaranya jika ada oranh yang menolak makan bergizi gratis maka itu adalah saya jika tidak ada seorangpun yang menolak makan bergizi gratis berarti saya sudah tidak ada di dunia ini,menolak makan bergizi gratis oranh menolak makan bergizi gratis seorangpun menolak makan bergizi gratis dunia,Negatif,1,Negatif,0.892620861530304
@YuyunYuningsih-l1p,2026-04-02T12:05:23Z,0,"MBG BAGI SELURUH RAKYAT NKRI KALO KORUPSI KKN CUMA BUAT KLUARGA/KRABAT RAKYAT KEBAGIAN BAYAR UTANGNYA DOANG,YG REWEL MBG DIA YG IRI KORUPSINYA KETAUAN KALO KE YG LAIN NGOMONGNYA KORUPTOR2 TAUNYA DIRIPRIBADI N KLUARGA KENYANG DUIT RAKYAT SAMPE ANAK/CUCU BAU KENCUR PUNYA HARTA TRILIUNAN DR MANA TUHHH REKENING TITIPAN ALIAS GENDUTTT JAYA SLALU MBG TRUTAMA BUAT PLOSOK N YG DIKOTA2 PUN REBUTAN MBG SHAT/SUKSES SLALU PAK PRESIDEN PRABOWO BSRT WAPRES N SMUA YG DUKUNG RAKYAT KECIL🙏🙏🙏🇮🇩🇮🇩",True,lmcwEO9Lqe8,mbg bagi seluruh rakyat nkri kalo korupsi kkn cuma buat kluarga krabat rakyat kebagian bayar utangnya doang yg rewel mbg dia yg iri korupsinya ketauan kalo ke yg lain ngomongnya koruptor taunya diripribadi n kluarga kenyang duit rakyat sampe anak cucu bau kencur punya harta triliunan dr mana tuhhh rekening titipan alias genduttt jaya slalu mbg trutama buat plosok n yg dikota pun rebutan mbg shat sukses slalu pak presiden prabowo bsrt wapres n smua yg dukung rakyat kecil,makan bergizi gratis bagi seluruh rakyat nkri kalo korupsi kkn cuma buat kluarga krabat rakyat kebagian bayar utangnya doang yang rewel makan bergizi gratis dia yang iri korupsinya ketauan kalo ke yang lain ngomongnya koruptor taunya diripribadi n kluarga kenyang duit rakyat sampe anak cucu bau kencur punya harta triliunan dari mana tuhhh rekening titipan alias genduttt jaya slalu makan bergizi gratis trutama buat plosok n yang dikota pun rebutan makan bergizi gratis shat sukses slalu pak presiden prabowo bsrt wapres n smua yang mendukung rakyat kecil,makan bergizi gratis rakyat nkri kalo korupsi kkn kluarga krabat rakyat kebagian bayar utangnya doang rewel makan bergizi gratis iri korupsinya ketauan kalo ngomongnya koruptor taunya diripribadi kluarga kenyang duit rakyat sampe anak cucu bau kencur harta triliunan tuhhh rekening titipan alias genduttt jaya slalu makan bergizi gratis trutama plosok dikota rebutan makan bergizi gratis shat sukses slalu presiden prabowo bsrt wapres smua mendukung rakyat,Positif,4,Positif,0.972855806350708
@muhktarom6969,2026-04-02T11:37:50Z,0,"Yg dpt manfaat adalah yg punya dapur,,, dan kebanyakan yg punya dapur aparat dan pejabat,, jd program ini interfensi bikin,, yang kaya makin kaya yg miskin makin miskin,,, dan agenda politik th2029 bisa kt lihat,",True,lmcwEO9Lqe8,yg dpt manfaat adalah yg punya dapur dan kebanyakan yg punya dapur aparat dan pejabat jd program ini interfensi bikin yang kaya makin kaya yg miskin makin miskin dan agenda politik th bisa kt lihat,yang dapat manfaat adalah yang punya dapur dan kebanyakan yang punya dapur aparat dan pejabat jd program ini interfensi bikin yang kaya makin kaya yang miskin makin miskin dan agenda politik th bisa kt lihat,manfaat dapur kebanyakan dapur aparat pejabat jd program interfensi bikin kaya kaya miskin miskin agenda politik th kt,Netral,2,Netral,0.9565683603286743
@AhmadCarita-xx3qv,2026-04-02T10:59:42Z,0,"MBGadalah parasit negara, maka setuju di hapus saja",True,lmcwEO9Lqe8,mbgadalah parasit negara maka setuju di hapus saja,mbgadalah parasit negara maka setuju di hapus saja,mbgadalah parasit negara setuju hapus,Positif,4,Positif,0.9511226415634155
@AgusBudianto-l5b8r,2026-04-02T07:10:55Z,0,Bubar kan  mbg   botak,True,lmcwEO9Lqe8,bubar kan mbg botak,bubar kan makan bergizi gratis botak,bubar makan bergizi gratis botak,Netral,2,Netral,0.9622524380683899
@AgusBudianto-l5b8r,2026-04-02T07:10:20Z,0,"Ssi  bowo  apa  si  botak,. Bos  mbg  beracun",True,lmcwEO9Lqe8,ssi bowo apa si botak bos mbg beracun,ssi bowo apa si botak bos makan bergizi gratis beracun,ssi bowo si botak bos makan bergizi gratis beracun,Netral,2,Netral,0.9774202704429626
@Mutohar-y3u,2026-04-02T03:29:20Z,0,DELE REBUS UBI REBOS MANA ADA GIZI DASAR GOBLOGGGG,True,lmcwEO9Lqe8,dele rebus ubi rebos mana ada gizi dasar goblogggg,dele rebus ubi rebos mana ada gizi dasar goblogggg,dele rebus ubi rebos gizi dasar goblogggg,Netral,2,Netral,0.9634870886802673
@davidnuryanto2940,2026-04-02T03:24:16Z,0,"7:20 kalo kata pro MBG yg sok stoik maah
"" Yah itu udah jadi konsekuensi, setiap ada keuntungan, pasti ada orang yg dirugikan ""

Padahal harapannya gk seperti itu, soalnya Negara harus pro sama rakyat nya, bukan ke sebagian kalangan berduit yg mencurangi pasar. Apalagi ampe dijadikan mesin duit pribadi bagi pejabat itu. Sama aja kita selama ini nyawer perut gendut dan otak sengklek mereka dong. 😂",True,lmcwEO9Lqe8,kalo kata pro mbg yg sok stoik maah yah itu udah jadi konsekuensi setiap ada keuntungan pasti ada orang yg dirugikan padahal harapannya gk seperti itu soalnya negara harus pro sama rakyat nya bukan ke sebagian kalangan berduit yg mencurangi pasar apalagi ampe dijadikan mesin duit pribadi bagi pejabat itu sama aja kita selama ini nyawer perut gendut dan otak sengklek mereka dong,kalo kata pro makan bergizi gratis yang sok stoik maah yah itu sudah jadi konsekuensi setiap ada keuntungan pasti ada orang yang dirugikan padahal harapannya tidak seperti itu soalnya negara harus pro sama rakyat nya bukan ke sebagian kalangan berduit yang mencurangi pasar apalagi ampe dijadikan mesin duit pribadi bagi pejabat itu sama saja kita selama ini nyawer perut gendut dan otak sengklek mereka dong,kalo pro makan bergizi gratis sok stoik maah yah konsekuensi keuntungan dirugikan harapannya negara pro rakyat kalangan berduit mencurangi pasar ampe dijadikan mesin duit pribadi pejabat nyawer perut gendut otak sengklek,Positif,4,Positif,0.9466459155082703
@achmadjusuf9552,2026-04-02T00:47:55Z,0,"Staff disuruh WFH, biar irit
Zakat mau di ambil buat MBG
Ini program Tarik Ulur demi Maling Berkedok Gizi",True,lmcwEO9Lqe8,staff disuruh wfh biar irit zakat mau di ambil buat mbg ini program tarik ulur demi maling berkedok gizi,staff disuruh wfh biar irit zakat mau di ambil buat makan bergizi gratis ini program tarik ulur demi maling berkedok gizi,staff disuruh wfh biar irit zakat ambil makan bergizi gratis program tarik ulur maling berkedok gizi,Netral,2,Netral,0.9836153388023376
@Junaedi-u1x,2026-04-01T23:35:07Z,0,"MBG keuntunganya untuk wowo dan kloninya, MBG yang beracun untuk anak didik kalau bisa jangan di stop dulu wowo diberi MBG penyebab anak anak murid keracunan, biar dia merasakan keracunan.",True,lmcwEO9Lqe8,mbg keuntunganya untuk wowo dan kloninya mbg yang beracun untuk anak didik kalau bisa jangan di stop dulu wowo diberi mbg penyebab anak anak murid keracunan biar dia merasakan keracunan,makan bergizi gratis keuntunganya untuk wowo dan kloninya makan bergizi gratis yang beracun untuk anak didik kalau bisa jangan di stop dulu wowo diberi makan bergizi gratis penyebab anak anak murid keracunan biar dia merasakan keracunan,makan bergizi gratis keuntunganya wowo kloninya makan bergizi gratis beracun anak didik stop wowo makan bergizi gratis penyebab anak anak murid keracunan biar merasakan keracunan,Netral,2,Netral,0.9640837907791138
@aniferamedia,2026-04-01T23:01:23Z,0,"Ini solusi sebenarnya, apalagi mungkin pak prabowo melihat situasi hampir (amit2) perang dunia ketiga. Jadi, pemerintah sebenarnya harus menyediakan ketahanan pangan nasional untuk menghadapi krisis. Mbg juga berfungsi buat memutar roda ekonomi, khususnya di sektor pertanian. Petani yang selama ini (banyak) yang miskin bisa tambah untung dengan program ini karena hasil bumi mereka diserap. Selain ketahanan pangan, pak presiden juga harus memperhatikan ketahanan energi juga (yang saya maksud, program sawit, etanol, elektrifikasi, dll) biar gak bergantung pada bbm impor. Memang, prosesnya lambat dan banyak huru hara, tapi tetap harus didukung …


Jangan hujat saya, plis🙏",True,lmcwEO9Lqe8,ini solusi sebenarnya apalagi mungkin pak prabowo melihat situasi hampir amit perang dunia ketiga jadi pemerintah sebenarnya harus menyediakan ketahanan pangan nasional untuk menghadapi krisis mbg juga berfungsi buat memutar roda ekonomi khususnya di sektor pertanian petani yang selama ini banyak yang miskin bisa tambah untung dengan program ini karena hasil bumi mereka diserap selain ketahanan pangan pak presiden juga harus memperhatikan ketahanan energi juga yang saya maksud program sawit etanol elektrifikasi dll biar gak bergantung pada bbm impor memang prosesnya lambat dan banyak huru hara tapi tetap harus didukung jangan hujat saya plis,ini solusi sebenarnya apalagi mungkin pak prabowo melihat situasi hampir amit perang dunia ketiga jadi pemerintah sebenarnya harus menyediakan ketahanan pangan nasional untuk menghadapi krisis makan bergizi gratis juga berfungsi buat memutar roda ekonomi khususnya di sektor pertanian petani yang selama ini banyak yang miskin bisa tambah untung dengan program ini karena hasil bumi mereka diserap selain ketahanan pangan pak presiden juga harus memperhatikan ketahanan energi juga yang saya maksud program sawit etanol elektrifikasi dll biar tidak bergantung pada bbm impor memang prosesnya lambat dan banyak huru hara tapi tetap harus didukung jangan hujat saya plis,solusi prabowo situasi amit perang dunia ketiga pemerintah menyediakan ketahanan pangan nasional menghadapi krisis makan bergizi gratis berfungsi memutar roda ekonomi sektor pertanian petani miskin untung program hasil bumi diserap ketahanan pangan presiden memperhatikan ketahanan energi program sawit etanol elektrifikasi dll biar bergantung bbm impor prosesnya lambat huru hara didukung hujat plis,Positif,4,Positif,0.8880643844604492
@AlfinShofiulUmam,2026-04-05T03:53:06Z,0,"Hanya menguntungkan salah satu pihak dan tidak merata, sama aja, menyengsarakan rakyat. Solusi darimana nya",True,lmcwEO9Lqe8,hanya menguntungkan salah satu pihak dan tidak merata sama aja menyengsarakan rakyat solusi darimana nya,hanya menguntungkan salah satu pihak dan tidak merata sama saja menyengsarakan rakyat solusi darimana nya,menguntungkan salah merata menyengsarakan rakyat solusi darimana,Negatif,1,Negatif,0.9435309171676636
@aniferamedia,2026-04-05T04:01:40Z,0,"​@AlfinShofiulUmammembuka lapangan kerja, menyediakan gizi (memang belum merata, tapi bertahap), memutar roda ekonomi, menguntungkan petani/peternak (yg selama ini banyak yg miskin pastinya terbantu oleh program mbg), menyerap hasil bumi supaya menjaga harga jual, menyediakan ketahanan pangan di situasi krisis (contohnya seperti di sumatra), dll

Ironisnya, rakyat cenderung terus menyalahkan tanpa konteks yg jelas. Dikasih makan gratis, dibilang salah. Gk dikasih makan, malah banyak kelaparan. Puyeng kali jadi pemerintah",True,lmcwEO9Lqe8,lapangan kerja menyediakan gizi memang belum merata tapi bertahap memutar roda ekonomi menguntungkan petani peternak yg selama ini banyak yg miskin pastinya terbantu oleh program mbg menyerap hasil bumi supaya menjaga harga jual menyediakan ketahanan pangan di situasi krisis contohnya seperti di sumatra dll ironisnya rakyat cenderung terus menyalahkan tanpa konteks yg jelas dikasih makan gratis dibilang salah gk dikasih makan malah banyak kelaparan puyeng kali jadi pemerintah,lapangan kerja menyediakan gizi memang belum merata tapi bertahap memutar roda ekonomi menguntungkan petani peternak yang selama ini banyak yang miskin pastinya terbantu oleh program makan bergizi gratis menyerap hasil bumi supaya menjaga harga jual menyediakan ketahanan pangan di situasi krisis contohnya seperti di sumatra dll ironisnya rakyat cenderung terus menyalahkan tanpa konteks yang jelas dikasih makan gratis dibilang salah tidak dikasih makan malah banyak kelaparan puyeng kali jadi pemerintah,lapangan menyediakan gizi merata bertahap memutar roda ekonomi menguntungkan petani peternak miskin pastinya terbantu program makan bergizi gratis menyerap hasil bumi menjaga harga jual menyediakan ketahanan pangan situasi krisis contohnya sumatra dll ironisnya rakyat cenderung menyalahkan konteks dikasih makan gratis dibilang salah dikasih makan kelaparan puyeng pemerintah,Positif,4,Negatif,0.8287726640701294
@AlfinShofiulUmam,2026-04-05T04:26:09Z,0,"@aniferamedia oh ya, nyatanya, lowongan kerja di mbg dibatasi kisaran 50 per dapur, dan ketua dapur nya harus dari pejabat dan ikut partai, saya sudah pernah ikut secara langsung dalam peresmian dapur mbg di daerah saya, kalau 1 dapur wajar, ini dua dapur mbg dengan pola yang sama. dsn syarat administrasi nya juga ribet, program ini hanya menghabiskan anggaran, harusnya di coba di daerah yang tertinggal , dipantau dengan ketat, kalau udah lolos standar, baru di perluas, gk langsung dibangun di semua daerah. ada tuh pejabat gizi, yang ngeluh akses ke daerah yang pelosok dan terpemcil, akses ke lokasinya sulit, padahal ini program dari presiden, harusnya semua kompak tidak mengeluh untuk mbg daerah 3T, kan ini memang resiko dan bagian di proses, lah ini belum apa apa ngeluh ini itu.",True,lmcwEO9Lqe8,oh ya nyatanya lowongan kerja di mbg dibatasi kisaran per dapur dan ketua dapur nya harus dari pejabat dan ikut partai saya sudah pernah ikut secara langsung dalam peresmian dapur mbg di daerah saya kalau dapur wajar ini dua dapur mbg dengan pola yang sama dsn syarat administrasi nya juga ribet program ini hanya menghabiskan anggaran harusnya di coba di daerah yang tertinggal dipantau dengan ketat kalau udah lolos standar baru di perluas gk langsung dibangun di semua daerah ada tuh pejabat gizi yang ngeluh akses ke daerah yang pelosok dan terpemcil akses ke lokasinya sulit padahal ini program dari presiden harusnya semua kompak tidak mengeluh untuk mbg daerah t kan ini memang resiko dan bagian di proses lah ini belum apa apa ngeluh ini itu,oh ya nyatanya lowongan kerja di makan bergizi gratis dibatasi kisaran per dapur dan ketua dapur nya harus dari pejabat dan ikut partai saya sudah pernah ikut secara langsung dalam peresmian dapur makan bergizi gratis di daerah saya kalau dapur wajar ini dua dapur makan bergizi gratis dengan pola yang sama dsn syarat administrasi nya juga ribet program ini hanya menghabiskan anggaran harusnya di coba di daerah yang tertinggal dipantau dengan ketat kalau sudah lolos standar baru di perluas tidak langsung dibangun di semua daerah ada itu pejabat gizi yang ngeluh akses ke daerah yang pelosok dan terpemcil akses ke lokasinya sulit padahal ini program dari presiden harusnya semua kompak tidak mengeluh untuk makan bergizi gratis daerah t kan ini memang resiko dan bagian di proses lah ini belum apa apa ngeluh ini itu,lowongan makan bergizi gratis dibatasi kisaran dapur ketua dapur pejabat partai peresmian dapur makan bergizi gratis daerah dapur wajar dapur makan bergizi gratis pola dsn syarat administrasi ribet program menghabiskan anggaran coba daerah tertinggal dipantau ketat lolos standar perluas dibangun daerah pejabat gizi ngeluh akses daerah pelosok terpemcil akses lokasinya sulit program presiden kompak mengeluh makan bergizi gratis daerah resiko proses ngeluh,Kritik,0,Negatif,0.4471292495727539
@aniferamedia,2026-04-05T04:35:21Z,0,"​@AlfinShofiulUmamgak ada ceritanya ketua mbg ""wajib"" dari pejabat dan kader partai. Klo ada, itu bisa jadi pelanggaran hukum. Mbg bukan serta merta ""beban"" anggaran. Setiap program pemerintah itu pasti butuh anggaran, jadi program mbg pun sama. Dia (mbg) menggunakan anggaran yang nganggur sehingga ekonomi tidak macet di atas",True,lmcwEO9Lqe8,ada ceritanya ketua mbg wajib dari pejabat dan kader partai klo ada itu bisa jadi pelanggaran hukum mbg bukan serta merta beban anggaran setiap program pemerintah itu pasti butuh anggaran jadi program mbg pun sama dia mbg menggunakan anggaran yang nganggur sehingga ekonomi tidak macet di atas,ada ceritanya ketua makan bergizi gratis wajib dari pejabat dan kader partai klo ada itu bisa jadi pelanggaran hukum makan bergizi gratis bukan serta merta beban anggaran setiap program pemerintah itu pasti butuh anggaran jadi program makan bergizi gratis pun sama dia makan bergizi gratis menggunakan anggaran yang nganggur sehingga ekonomi tidak macet di atas,ceritanya ketua makan bergizi gratis wajib pejabat kader partai klo pelanggaran hukum makan bergizi gratis merta beban anggaran program pemerintah butuh anggaran program makan bergizi gratis makan bergizi gratis anggaran nganggur ekonomi macet,Pertanyaan,3,Negatif,0.4855170249938965
@AlfinShofiulUmam,2026-04-05T04:41:03Z,0,"@aniferamedia loh nyatanya ada kok, di jawa timur banyak tuh, kayak gk tau kelakuan pejabat indo aja, aku udah sering liat peresmian dapur mbg, dan temenku yang kerja di mbg daerah jawa timur, juga bilang ada sppg yang melanggar peraturan, harus pejabat sebagai kepala dapur, itu purna tni juga bilang pas sambutan peresmian dapur mbg. Mikir llah kau, kalau program nya benar, harusnya fokus ke daerah 3T, bukan daerah yang lain.",True,lmcwEO9Lqe8,loh nyatanya ada kok di jawa timur banyak tuh kayak gk tau kelakuan pejabat indo aja aku udah sering liat peresmian dapur mbg dan temenku yang kerja di mbg daerah jawa timur juga bilang ada sppg yang melanggar peraturan harus pejabat sebagai kepala dapur itu purna tni juga bilang pas sambutan peresmian dapur mbg mikir llah kau kalau program nya benar harusnya fokus ke daerah t bukan daerah yang lain,loh nyatanya ada kok di jawa timur banyak itu seperti tidak tau kelakuan pejabat indo saja aku sudah sering liat peresmian dapur makan bergizi gratis dan temenku yang kerja di makan bergizi gratis daerah jawa timur juga bilang ada sppg yang melanggar peraturan harus pejabat sebagai kepala dapur itu purna tni juga bilang pas sambutan peresmian dapur makan bergizi gratis mikir llah kau kalau program nya benar harusnya fokus ke daerah t bukan daerah yang lain,jawa timur tau kelakuan pejabat indo liat peresmian dapur makan bergizi gratis temenku makan bergizi gratis daerah jawa timur bilang sppg melanggar peraturan pejabat kepala dapur purna tni bilang pas sambutan peresmian dapur makan bergizi gratis mikir llah kau program fokus daerah daerah,Netral,2,Netral,0.9705016016960144
@agunksaputra3499,2026-04-01T16:19:53Z,0,"Inflasi makin naik, usaha mikro bersaing dengan program MBG yg dikelola oleh pihak tertentu",True,lmcwEO9Lqe8,inflasi makin naik usaha mikro bersaing dengan program mbg yg dikelola oleh pihak tertentu,inflasi makin naik usaha mikro bersaing dengan program makan bergizi gratis yang dikelola oleh pihak tertentu,inflasi usaha mikro bersaing program makan bergizi gratis dikelola,Netral,2,Netral,0.9815512895584106
@abcdefgh-s3w7i,2026-04-01T15:25:31Z,0,"Menurut sy, MBG boleh2 saja,, tp jangan sapu rata di semua daerah. Baiknya di daerah yg masih tertinggal secara ekonomi, itupun disampling dlu berhasil apa kaga, feedback masyarakat kayak apa,, kalo gagal ya stop aja. Kalo berhasil baru deh diterapin di area yg lebih besar, baru brtahap diterapin secara nasional. Itu baru namanya pemerintah pusatnya pinter. Kalo langsung main jebrat jebret kayak gini kan keliatan jah*tnya",True,lmcwEO9Lqe8,menurut sy mbg boleh saja tp jangan sapu rata di semua daerah baiknya di daerah yg masih tertinggal secara ekonomi itupun disampling dlu berhasil apa kaga feedback masyarakat kayak apa kalo gagal ya stop aja kalo berhasil baru deh diterapin di area yg lebih besar baru brtahap diterapin secara nasional itu baru namanya pemerintah pusatnya pinter kalo langsung main jebrat jebret kayak gini kan keliatan jah tnya,menurut saya makan bergizi gratis boleh saja tapi jangan sapu rata di semua daerah baiknya di daerah yang masih tertinggal secara ekonomi itupun disampling dlu berhasil apa kaga feedback masyarakat seperti apa kalo gagal ya stop saja kalo berhasil baru deh diterapin di area yang lebih besar baru brtahap diterapin secara nasional itu baru namanya pemerintah pusatnya pinter kalo langsung main jebrat jebret seperti gini kan keliatan jah tnya,makan bergizi gratis sapu rata daerah baiknya daerah tertinggal ekonomi itupun disampling dlu berhasil kaga feedback masyarakat kalo gagal stop kalo berhasil diterapin area brtahap diterapin nasional namanya pemerintah pusatnya pinter kalo main jebrat jebret gini keliatan jah tnya,Positif,4,Positif,0.9582402110099792
@ekocahyo001,2026-04-01T13:56:00Z,0,Semoga pak prabowo iseng liat vidio ini,True,lmcwEO9Lqe8,semoga pak prabowo iseng liat vidio ini,semoga pak prabowo iseng liat vidio ini,semoga prabowo iseng liat vidio,Positif,4,Positif,0.9497806429862976
